result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0000368,S000331,United Airlines,MileagePlus,Economy,53133,16242,128781,Available
R0000369,S000331,Etihad Airways,Etihad Guest,Economy,38720,12578,129092,Available
R0000370,S000333,Etihad Airways,Etihad Guest,Business,71660,13993,219223,Available
R0000371,S000333,Emirates,Skywards,Business,98924,17885,267423,Available
R0000372,S000334,Emirates,Skywards,First,175865,15870,345935,Available
R0000373,S000334,Singapore Airlines,KrisFlyer,First,161825,8122,406246,Available
R0000374,S000336,Singapore Airlines,KrisFlyer,Economy,42509,13656,89319,Available
R0000375,S000336,Qatar Airways,Privilege Club,Economy,29188,6349,75422,Available
R0000376,S000338,United Airlines,MileagePlus,First,184907,8425,587852,Available
R0000377,S000339,Lufthansa,Miles & More,Business,86314,12141,221676,Available
R0000378,S000342,Emirates,Skywards,Economy,56081,4369,95728,Available
R0000379,S000342,Qatar Airways,Privilege Club,Economy,39125,6691,116604,Available
R0000380,S000343,Etihad Airways,Etihad Guest,Economy,51125,7920,102471,Available
R0000381,S000345,United Airlines,MileagePlus,Business,98832,7314,169679,Available
R0000382,S000345,Etihad Airways,Etihad Guest,Business,133157,14956,237825,Available
R0000383,S000346,Air Canada,Aeroplan,Economy,57749,14588,120769,Available
R0000384,S000346,Lufthansa,Miles & More,Economy,47244,5526,108813,Available
R0000385,S000348,Etihad Airways,Etihad Guest,Economy,56478,8887,182370,Available
R0000386,S000350,Emirates,Skywards,Economy,58270,7069,145280,Available
R0000387,S000351,Singapore Airlines,KrisFlyer,Economy,41315,11714,79518,Available
R0000388,S000353,Singapore Airlines,KrisFlyer,First,157993,8771,461688,Available
R0000389,S000353,Etihad Airways,Etihad Guest,First,214371,4338,583437,Available
R0000390,S000355,Etihad Airways,Etihad Guest,Economy,51035,15023,161086,Available
R0000391,S000356,Air India,Flying Returns,Economy,63173,10204,188033,Available
R0000392,S000356,Qatar Airways,Privilege Club,Economy,59708,14145,110433,Available
R0000393,S000358,Qatar Airways,Privilege Club,Business,127149,12514,239923,Available
R0000394,S000358,Singapore Airlines,KrisFlyer,Business,70158,5381,122471,Available
R0000395,S000358,Air Canada,Aeroplan,Business,73045,8501,128500,Available
R0000396,S000359,United Airlines,MileagePlus,Economy,53493,8053,145676,Available
R0000397,S000360,Air India,Flying Returns,Business,143034,4199,259820,Available
R0000398,S000360,Qatar Airways,Privilege Club,Business,67109,12287,124571,Available
R0000399,S000364,Air India,Flying Returns,Economy,38470,16579,101923,Available
R0000400,S000365,Air India,Flying Returns,Business,114730,8764,289627,Available
R0000401,S000365,Emirates,Skywards,Business,75712,8479,181211,Available
R0000402,S000365,Singapore Airlines,KrisFlyer,Business,121332,12193,378713,Available
R0000403,S000367,Air Canada,Aeroplan,Business,60887,15146,205464,Available
R0000404,S000367,United Airlines,MileagePlus,Business,149156,6936,402171,Available
R0000405,S000368,Air India,Flying Returns,Economy,57137,17620,168271,Available
R0000406,S000369,Air Canada,Aeroplan,Economy,47680,14264,158388,Available
R0000407,S000369,Emirates,Skywards,Economy,46246,17233,134408,Available
R0000408,S000370,Air India,Flying Returns,Business,144568,9234,440977,Available
R0000409,S000370,Lufthansa,Miles & More,Business,143499,11115,430773,Available
R0000410,S000371,Singapore Airlines,KrisFlyer,Business,104917,4732,311651,Available
R0000411,S000371,Air Canada,Aeroplan,Business,119024,13601,381175,Available
R0000412,S000372,Emirates,Skywards,Economy,39747,15096,88565,Available
R0000413,S000373,Air Canada,Aeroplan,Economy,53305,5892,95971,Available
R0000414,S000373,Lufthansa,Miles & More,Economy,64539,11059,180213,Available
R0000415,S000374,Air India,Flying Returns,Economy,41135,4918,124148,Available
R0000416,S000374,Singapore Airlines,KrisFlyer,Economy,41742,5062,133919,Available
R0000417,S000375,Air Canada,Aeroplan,Business,86012,5505,171693,Available
R0000418,S000377,Singapore Airlines,KrisFlyer,Business,132111,17772,364256,Available
R0000419,S000377,United Airlines,MileagePlus,Business,148080,10157,265454,Available
R0000420,S000377,Air Canada,Aeroplan,Business,65499,6055,139110,Available
R0000421,S000378,Air India,Flying Returns,Business,118357,12654,254513,Available
R0000422,S000378,Qatar Airways,Privilege Club,Business,148601,16408,384165,Available
R0000423,S000380,Etihad Airways,Etihad Guest,Business,147785,9718,364061,Available
R0000424,S000380,Lufthansa,Miles & More,Business,138996,15754,342408,Available
R0000425,S000381,Etihad Airways,Etihad Guest,First,212262,9036,427504,Available
R0000426,S000382,Etihad Airways,Etihad Guest,Business,109902,6311,287649,Available
R0000427,S000382,Air Canada,Aeroplan,Business,145474,5918,366831,Available
R0000428,S000383,Singapore Airlines,KrisFlyer,Business,114113,14779,297063,Available
R0000429,S000384,United Airlines,MileagePlus,Economy,63558,14278,200744,Available
R0000430,S000385,Emirates,Skywards,Business,81871,8679,256288,Available
R0000431,S000385,Lufthansa,Miles & More,Business,83165,9560,146349,Available
R0000432,S000386,Etihad Airways,Etihad Guest,Business,115006,9414,225540,Available
R0000433,S000386,United Airlines,MileagePlus,Business,97411,12080,314405,Available
R0000434,S000388,Qatar Airways,Privilege Club,Economy,37041,16642,114722,Available
R0000435,S000389,Air India,Flying Returns,First,112940,17605,364464,Available
R0000436,S000389,United Airlines,MileagePlus,First,204580,17208,614307,Available
R0000437,S000390,Emirates,Skywards,Economy,28658,10477,77899,Available
R0000438,S000391,Etihad Airways,Etihad Guest,Economy,45523,7702,98528,Available
R0000439,S000391,Air Canada,Aeroplan,Economy,32773,4787,57316,Available
R0000440,S000392,Etihad Airways,Etihad Guest,Economy,42127,5910,90930,Available
R0000441,S000392,Air Canada,Aeroplan,Economy,29993,12134,61546,Available
R0000442,S000392,Emirates,Skywards,Economy,40319,7104,133189,Available
R0000443,S000393,Singapore Airlines,KrisFlyer,Business,119015,17849,350444,Available
R0000444,S000394,Etihad Airways,Etihad Guest,Economy,53301,10405,148257,Available
R0000445,S000395,Lufthansa,Miles & More,Economy,57137,11105,185179,Available
R0000446,S000396,Air India,Flying Returns,Business,113696,9928,290718,Available
R0000447,S000396,Lufthansa,Miles & More,Business,64140,5052,206529,Available
R0000448,S000397,Emirates,Skywards,Business,116048,12018,336169,Available
R0000449,S000397,Lufthansa,Miles & More,Business,141478,11478,305960,Available
R0000450,S000398,Emirates,Skywards,Business,144828,17365,326440,Available
R0000451,S000399,Lufthansa,Miles & More,Economy,62674,7134,164818,Available
R0000452,S000399,United Airlines,MileagePlus,Economy,34290,4622,60416,Available
R0000453,S000400,Qatar Airways,Privilege Club,Business,115463,13384,204507,Available
R0000454,S000400,Air Canada,Aeroplan,Business,83892,4918,177754,Available
R0000455,S000400,Etihad Airways,Etihad Guest,Business,134295,9138,275247,Available
R0000456,S000401,Lufthansa,Miles & More,Economy,29732,4145,98759,Available
R0000457,S000402,Singapore Airlines,KrisFlyer,Economy,28204,15562,86457,Available
R0000458,S000403,Etihad Airways,Etihad Guest,Economy,52586,15594,118030,Available
R0000459,S000403,Air Canada,Aeroplan,Economy,53897,17144,112101,Available
R0000460,S000405,Qatar Airways,Privilege Club,Economy,54384,14131,126987,Available
R0000461,S000405,Singapore Airlines,KrisFlyer,Economy,39350,9948,99953,Available
R0000462,S000406,Qatar Airways,Privilege Club,Economy,36768,3503,84885,Available
R0000463,S000406,Lufthansa,Miles & More,Economy,28290,15351,80220,Available
R0000464,S000407,United Airlines,MileagePlus,Economy,51065,10087,149907,Available
R0000465,S000407,Emirates,Skywards,Economy,56498,9877,147163,Available
R0000466,S000408,Air India,Flying Returns,Economy,42924,11397,80232,Available
R0000467,S000408,Qatar Airways,Privilege Club,Economy,57066,9163,188153,Available
R0000468,S000408,Singapore Airlines,KrisFlyer,Economy,39700,16273,110856,Available
R0000469,S000409,Air India,Flying Returns,First,194560,16596,560092,Available
R0000470,S000410,Etihad Airways,Etihad Guest,First,186887,7483,332352,Available
R0000471,S000410,Air India,Flying Returns,First,190117,10885,433230,Available
R0000472,S000413,Etihad Airways,Etihad Guest,Economy,45866,17394,109878,Available
R0000473,S000413,Air India,Flying Returns,Economy,57868,4593,185680,Available
R0000474,S000414,Qatar Airways,Privilege Club,Business,102822,15424,317492,Available
R0000475,S000414,Lufthansa,Miles & More,Business,114400,3943,245514,Available
R0000476,S000415,Singapore Airlines,KrisFlyer,Economy,54000,5059,128995,Available
R0000477,S000416,Air Canada,Aeroplan,Economy,62212,5574,105638,Available
R0000478,S000418,United Airlines,MileagePlus,Economy,27366,14694,81151,Available
R0000479,S000418,Air Canada,Aeroplan,Economy,26565,12484,62758,Available
R0000480,S000419,United Airlines,MileagePlus,Economy,51326,6090,111665,Available
R0000481,S000419,Air Canada,Aeroplan,Economy,39788,13287,125636,Available
R0000482,S000419,Air India,Flying Returns,Economy,31646,5732,91547,Available
R0000483,S000420,Etihad Airways,Etihad Guest,Economy,30823,13141,104428,Available
R0000484,S000421,United Airlines,MileagePlus,Economy,51834,7694,94011,Available
R0000485,S000422,Singapore Airlines,KrisFlyer,Economy,39265,12108,79513,Available
R0000486,S000423,Etihad Airways,Etihad Guest,First,123965,7503,376578,Available
R0000487,S000423,Qatar Airways,Privilege Club,First,113728,12541,259603,Available
R0000488,S000424,Singapore Airlines,KrisFlyer,Economy,63920,6434,192703,Available
R0000489,S000424,Lufthansa,Miles & More,Economy,56000,6005,118129,Available
R0000490,S000425,Singapore Airlines,KrisFlyer,Economy,38059,6989,70522,Available
R0000491,S000426,Singapore Airlines,KrisFlyer,First,136154,12166,283383,Available
R0000492,S000426,United Airlines,MileagePlus,First,131515,7066,242434,Available
R0000493,S000428,Lufthansa,Miles & More,Economy,57351,14311,174436,Available
R0000494,S000428,Air Canada,Aeroplan,Economy,50120,8574,140156,Available
R0000495,S000429,Etihad Airways,Etihad Guest,Business,62659,4133,119709,Available
R0000496,S000429,United Airlines,MileagePlus,Business,77632,4482,241817,Available
R0000497,S000431,Etihad Airways,Etihad Guest,Business,142097,17076,403641,Available
R0000498,S000431,Air Canada,Aeroplan,Business,83419,16196,155015,Available
R0000499,S000434,Air Canada,Aeroplan,Economy,63413,7619,180136,Available
R0000500,S000434,Emirates,Skywards,Economy,28048,7944,89430,Available
R0000501,S000435,Singapore Airlines,KrisFlyer,Economy,37459,9681,104431,Available
R0000502,S000436,Air Canada,Aeroplan,Business,90978,8575,271684,Available
R0000503,S000436,Qatar Airways,Privilege Club,Business,86901,16741,238338,Available
R0000504,S000437,United Airlines,MileagePlus,Business,60613,14739,187724,Available
R0000505,S000438,Air India,Flying Returns,Business,87341,6902,205146,Available
R0000506,S000438,Lufthansa,Miles & More,Business,114007,16289,275560,Available
R0000507,S000439,Emirates,Skywards,Economy,27613,10641,85241,Available
R0000508,S000439,Air India,Flying Returns,Economy,44219,12357,106131,Available
R0000509,S000439,Air Canada,Aeroplan,Economy,29171,8482,98504,Available
R0000510,S000441,United Airlines,MileagePlus,Business,124074,7368,296245,Available
R0000511,S000444,Air India,Flying Returns,Economy,60145,5689,166896,Available
R0000512,S000444,Emirates,Skywards,Economy,47667,4855,106298,Available
R0000513,S000446,Etihad Airways,Etihad Guest,Business,60217,7446,128452,Available
R0000514,S000446,Lufthansa,Miles & More,Business,104305,4967,242507,Available
R0000515,S000448,Air India,Flying Returns,Economy,37210,7794,73130,Available
R0000516,S000449,Air India,Flying Returns,Business,126360,5227,209734,Available
R0000517,S000449,Lufthansa,Miles & More,Business,78616,9180,144844,Available
R0000518,S000450,Lufthansa,Miles & More,Business,69733,16031,189110,Available
R0000519,S000451,Emirates,Skywards,Economy,56037,5115,131691,Available
R0000520,S000451,Air India,Flying Returns,Economy,61576,3726,147691,Available
R0000521,S000452,United Airlines,MileagePlus,Economy,39337,17938,86612,Available
R0000522,S000452,Qatar Airways,Privilege Club,Economy,32218,12858,73581,Available
R0000523,S000455,Qatar Airways,Privilege Club,Economy,47425,9851,111193,Available
R0000524,S000455,Air India,Flying Returns,Economy,58125,10811,164596,Available
R0000525,S000455,Lufthansa,Miles & More,Economy,58756,3517,99613,Available
R0000526,S000456,United Airlines,MileagePlus,Economy,28163,8871,56120,Available
R0000527,S000456,Emirates,Skywards,Economy,50638,12127,105126,Available
R0000528,S000458,Air Canada,Aeroplan,Business,111893,4297,214368,Available
R0000529,S000459,Lufthansa,Miles & More,Economy,42151,9101,96743,Available
R0000530,S000460,Air India,Flying Returns,Economy,64414,15976,207661,Available
R0000531,S000463,Emirates,Skywards,Economy,35100,16219,73899,Available
R0000532,S000464,Air Canada,Aeroplan,Economy,25815,4619,78596,Available
R0000533,S000464,Air India,Flying Returns,Economy,62933,4709,187435,Available
R0000534,S000464,Etihad Airways,Etihad Guest,Economy,47812,4606,140808,Available
R0000535,S000466,Air Canada,Aeroplan,Business,78863,9139,154569,Available
R0000536,S000467,Etihad Airways,Etihad Guest,Business,115620,11515,272998,Available
R0000537,S000467,Emirates,Skywards,Business,147983,11912,478312,Available
R0000538,S000468,Singapore Airlines,KrisFlyer,Economy,47423,7066,128087,Available
R0000539,S000468,Qatar Airways,Privilege Club,Economy,52470,17962,156061,Available
R0000540,S000470,Singapore Airlines,KrisFlyer,Economy,32289,13660,114615,Available
R0000541,S000470,United Airlines,MileagePlus,Economy,32190,13936,112424,Available
R0000542,S000473,Lufthansa,Miles & More,Business,94195,6095,283958,Available
R0000543,S000473,Singapore Airlines,KrisFlyer,Business,117587,5612,254894,Available
R0000544,S000474,Lufthansa,Miles & More,Business,108378,15930,285668,Available
R0000545,S000474,United Airlines,MileagePlus,Business,84636,17903,271512,Available
R0000546,S000474,Air India,Flying Returns,Business,79990,10169,259161,Available
R0000547,S000475,Air India,Flying Returns,Business,103532,11365,303976,Available
R0000548,S000476,Singapore Airlines,KrisFlyer,First,186978,14606,412359,Available
R0000549,S000476,Air India,Flying Returns,First,173871,16883,458841,Available
R0000550,S000477,Air Canada,Aeroplan,Business,92947,6186,271116,Available
R0000551,S000478,Air Canada,Aeroplan,Business,78711,13194,157478,Available
R0000552,S000478,Emirates,Skywards,Business,149504,14861,409274,Available
R0000553,S000480,Qatar Airways,Privilege Club,Economy,44127,8076,129265,Available
R0000554,S000480,Etihad Airways,Etihad Guest,Economy,35814,13468,108337,Available
R0000555,S000482,Air Canada,Aeroplan,Business,134076,10953,306360,Available
R0000556,S000483,Air India,Flying Returns,Economy,33973,6579,76193,Available
R0000557,S000483,Singapore Airlines,KrisFlyer,Economy,37167,5686,100294,Available
R0000558,S000484,Emirates,Skywards,Economy,47111,12186,123913,Available
R0000559,S000484,Qatar Airways,Privilege Club,Economy,32540,6649,68763,Available
R0000560,S000484,United Airlines,MileagePlus,Economy,28949,16993,89957,Available
R0000561,S000485,Etihad Airways,Etihad Guest,Economy,30257,5079,87988,Available
R0000562,S000486,Etihad Airways,Etihad Guest,Economy,56656,11227,135305,Available
R0000563,S000487,Qatar Airways,Privilege Club,First,211429,10066,424264,Available
R0000564,S000487,Lufthansa,Miles & More,First,139675,5781,285516,Available
R0000565,S000488,Lufthansa,Miles & More,Business,78689,4768,192807,Available
R0000566,S000490,United Airlines,MileagePlus,First,180466,8177,558581,Available
R0000567,S000490,Air India,Flying Returns,First,199761,17228,462865,Available
R0000568,S000490,Air Canada,Aeroplan,First,156649,15983,470997,Available
R0000569,S000491,Qatar Airways,Privilege Club,Business,62665,14684,185126,Available
R0000570,S000492,Etihad Airways,Etihad Guest,Economy,48289,11488,89831,Available
